comment,blacklist_suggestions,overall_quality,factual_correctness,readability,rating_time,warm_up,user_suggestions,action_coherence,linguistic_difference,content_similarity,identical_information,exhaustive_information,story_edit,story_old,grammar,implicit_fact_check,citation_correct,context_realization,false_gender,false_mood,matches_fandom,positive_comment,positive_example,negative_comment,negative_example,implicit_fc_comment,implicit_fc_example,positive_comment_topic,negative_comment_topic,story_id,listvalue,story_group,length,topk,temperature,likelihood_score,hash,version,amount_fallbacks,duration_generation,dur_score,user,date
-1,-1,40,100,100,12:28,1,-1,100,30,100,100,100,-1,-1,100,100,100,-1,100,100,-1,Inhalt korrekt übernommen,-1,Sehr wenig sprachlicher Unterschied,-1,-1,-1,-1,-1,101572,1.0,,,,,,e450fcfb7c0309ca002493954fab9ea7,,6,24.27439427375793,6.792689085006714,53332,2022-08-03 09:34:47
-1,-1,50,100,75,13:52,1,-1,100,50,80,100,100,-1,-1,100,100,100,-1,100,100,-1,Inhalt (größtenteils) vollständig und korrekt übernommen,-1,Wenig sprachlicher Unterschied und teils keine ganz passende Paraphrasierung,gebucht =/= verbucht,-1,-1,-1,-1,101651,2.0,,,,,,6878bd64112be3fafad029afdf279a02,,2,52.17590618133545,24.981777906417847,53332,2022-08-03 09:48:41
-1,-1,50,100,100,6:13,1,-1,100,40,100,100,100,-1,-1,100,100,100,-1,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,101662,2.0,,,,,,9d27b31893ec27eb87bc3b50f3479edf,,0,24.44196939468384,10.572826623916626,53332,2022-08-03 09:54:58
-1,-1,50,100,100,16:20,1,-1,100,40,100,100,100,-1,-1,100,100,100,-1,100,100,-1,Inhalt übernommen,-1,Wenig sprachlicher Unterschied,-1,-1,-1,-1,-1,101599,1.0,,,,,,a8bd15dc5bbaea5e81b50dc7e02ecd40,,2,23.94668412208557,8.508816719055176,53332,2022-08-03 10:11:19
-1,-1,40,100,50,3:26,0,-1,100,60,90,100,100,-1,-1,50,100,100,-1,100,-1,-1,Inhalt übernommen,-1,Viele Grammatik- und Ausdrucksfehler,&quot;Die Organisatoren setzen mit virtuellen statt physischer Präsenz&quot;,-1,-1,-1,-1,101553,1.0,,,,,,1b083729b1b28b99fa92ba19c18e4f3a,,1,22.748608589172363,8.21505355834961,53332,2022-08-03 10:14:47
-1,-1,10,100,100,26:50,0,-1,100,10,100,100,100,-1,-1,90,100,100,-1,100,100,-1,Inhalt übernommen,-1,Fast keinerlei Paraphrasierung&comma; daher annähernd 0%,-1,-1,-1,-1,-1,101644,2.0,,,,,,c93c419fcc74ca7ce5b68e97d9e7a46f,,1,112.21619653701782,48.51563382148743,53332,2022-08-03 10:41:38
-1,-1,40,100,75,5:1,0,-1,100,40,100,100,100,-1,-1,100,100,100,-1,100,100,-1,Inhalt übernommen,-1,Wenig sprachlicher Unterschied - Paraphrasierung nicht optimal,-1,-1,-1,-1,-1,101549,1.0,,,,,,fe2787eae5725d7ee30896ac5732ba3e,,1,8.074265718460083,3.3632521629333496,53332,2022-08-03 10:46:43
-1,-1,40,100,100,11:59,0,-1,100,40,100,100,100,-1,-1,90,100,100,-1,100,100,-1,Inhalt übernommen,-1,Wenig Unterschied + Grammatikfehler,Den beiden Milliardären bewundere er,-1,-1,-1,-1,101664,2.0,,,,,,6c0bf490205ed58cd15b2dc847349261,,0,46.76406145095825,25.37625789642334,53332,2022-08-03 10:58:44
-1,-1,30,100,100,6:38,0,-1,100,30,90,100,100,-1,-1,90,100,100,-1,100,100,-1,Inhalt übernommen,-1,Kaum Unterschied + Fehler,Rekordweltmeisterinnen = falscher Plural,-1,-1,-1,-1,101674,2.0,,,,,,9b05cb56bd1fa8fb52c8f4586957e6b7,,1,100.41326689720154,48.68265748023987,53332,2022-08-03 11:05:26
-1,-1,40,100,75,12:40,0,-1,100,30,90,100,100,-1,-1,90,100,100,-1,100,100,-1,Inhalt übernommen,-1,Wenig Unterschied&comma; kleine Fehler,-1,-1,-1,-1,-1,101525,1.0,,,,,,488ec0a6944dedba40093521c966bb24,,1,11.448468685150146,4.1519975662231445,53332,2022-08-03 11:18:08
-1,-1,40,100,75,11:22,1,-1,100,40,100,100,100,-1,-1,100,100,100,-1,100,100,-1,Inhalt übernommen,-1,Wenig Unterschiede&comma; teils wirr formuliert,z.B.: erster Satz,-1,-1,-1,-1,101660,2.0,,,,,,a6c29493bac01e016d2873704fe1ff0c,,0,49.74588656425476,23.40561556816101,53332,2022-08-03 13:46:42
-1,-1,20,100,75,7:42,1,-1,100,20,90,100,100,-1,-1,100,100,100,-1,100,100,-1,Inhalt übernommen,-1,Kaum Unterschied (und wenn kein besonders guter),&quot;Unter anderen&quot;,-1,-1,-1,-1,101552,1.0,,,,,,e11f6d84492ac3a929883b88dc0076a1,,0,7.860848665237427,2.9403185844421387,53332,2022-08-03 13:54:25
-1,-1,40,100,75,18:28,1,-1,100,50,90,100,100,-1,-1,90,75,100,-1,100,100,-1,Inhalt größtenteils korrekt übernommen,-1,Wenig Unterschied&comma; Fehler in Ausdruck und IFC,Erster Satz des vierten Outputabsatzes,-1,-1,-1,-1,101541,1.0,,,,,,3b19d451f9519e052790d4af83954684,,2,26.065190076828003,8.417200326919556,53332,2022-08-03 14:12:54
-1,-1,30,100,100,8:10,1,-1,100,20,100,100,100,-1,-1,100,1,100,-1,100,100,-1,Inhalt übernommen,-1,Kaum Unterschiede,-1,-1,-1,-1,-1,101623,2.0,,,,,,9025e2dfc4fe08c17e4eae0fa9936ae8,,0,31.535227060318,16.890742301940918,53332,2022-08-03 14:21:05
-1,-1,50,100,75,21:1,0,-1,100,40,90,75,100,-1,-1,100,100,100,-1,100,100,-1,Inhalt übernommen,-1,Wenig Unterschied&comma; teils ungünstig formuliert,dem Knoblauch =/= einem Knoblauch,-1,-1,-1,-1,101545,1.0,,,,,,08c552a014e6284b8cbb876fcca44bc5,,0,10.90422511100769,3.75027108192444,53332,2022-08-03 14:42:15
-1,-1,10,100,50,40:25,1,-1,75,40,70,75,75,-1,-1,100,50,100,-1,100,100,-1,-1,-1,Viele Sätze wurden sehr ähnlich oder 1 zu 1 aus dem Input übernommen. 2 Sätze wurden so umgestellt&comma; dass ihr Sinn verloren ging (siehe Beispiel&comma; Thema 1),Thema 1 &quot;Die Worte standen auf ihnen Liebe&comma; Einheit&comma; Mitgefühl&comma; Familie&comma; Güte&comma; Stärke&comma; Heilung&quot; / &quot;In der Hand schaute sich das Ehepaar Biden am Freitagmorgen die Installation mit Kaffeebechern an.&quot;,-1,-1,-1,-1,101590,1.0,,,,,,9e115376a4a9df9d01f38c4dcc528b1e,,2,8.669241905212402,2.423422574996948,89491,2022-08-03 22:55:39
-1,-1,0,100,75,8:54,1,-1,100,10,80,100,75,-1,-1,90,75,100,-1,100,100,-1,Ein schön umformulierter Satz,Kurz vor der WM haderte er immer wieder mit dem Material und wechselte auf den alten Schlitten zurück. ,Es wurden sehr wenig Sätze verändert.1. Einen impliziten Fehler2. Einen Grammatikfehler,1. &quot;Bei ihrem WM-Debüt kam Junioren-Weltmeisterin Hannah Neise zum Siebten.&quot; 2. &quot;Zur Halbzeit hatte sie dabei 0&comma;24 Hundertstelsekunden Vorsprung an Hermann.&quot;,-1,-1,-1,-1,101673,2.0,,,,,,4f70788b33deea5a0d96e296071cc1fb,,1,121.35814499855042,53.5992214679718,89491,2022-08-03 23:04:34
-1,-1,30,100,75,10:36,1,-1,75,40,80,100,100,-1,-1,80,75,100,-1,100,100,-1,-1,-1,1. Zwei bedeutungstragende Füllwörter wurden unpassend ersetzt.Sehr viel Ähnlichkeit in den Sätzen die verändert werden hätten können,1.  &quot;(...) hat seine Bewunderung bei zwei Star-Unternehmern bei sich zuhause bei einer Idee zu einem Essensbesuch verraten&quot; / &quot;Den beiden Milliardären bewundere er &quot; (...)&quot; ,-1,-1,-1,-1,101664,2.0,,,,,,6c0bf490205ed58cd15b2dc847349261,,0,46.76406145095825,25.37625789642334,89491,2022-08-03 23:23:38
-1,-1,10,100,100,2:39,1,-1,100,10,100,100,100,-1,-1,100,100,-1,-1,100,100,-1,Der eine Satz&comma; der verändert wurde war gut umformuliert,Im Gesamtweltcup liegen beide aktuell vorne&comma; zum WM-Start hatten sie schon den Titel mit der Mixedstaffel gewonnen,Der Text ist beinahe 1 zu 1 aus dem Input übernommen,-1,-1,-1,-1,-1,101634,2.0,,,,,,b4983132a2a9ee7d0cb9df579993c75f,,0,27.174147605896,13.837058067321776,89491,2022-08-03 23:26:18
-1,-1,10,100,100,2:3,0,-1,100,10,100,100,100,-1,-1,100,100,-1,-1,100,100,-1,Der eine veränderte Satz ist gelungen,Zum WM-Start hatten beide schon den Titel mit der Mixedstaffel gewonnen&comma; zudem liegen sie im Gesamtweltcup aktuell vorne,Fast alles wurde identisch aus dem Input übernommen,-1,-1,-1,-1,-1,101559,1.0,,,,,,a64702d993b9a1b25e5d2866ddcf0baf,,0,6.9566264152526855,2.45848035812378,89491,2022-08-03 23:28:30
-1,-1,20,100,100,19:9,1,-1,100,20,70,100,100,-1,-1,100,75,100,-1,100,100,-1,1. Fehlender Punkt im Input wird im Output korrekt ergänzt (letzter Satz),-1,1. Faktischer Fehler durch nicht sinngemäßes Paraphrasieren: das Wort &quot;soll&quot; wird mit &quot;will&quot; ersetzt. 2. Sprachliche Unterschiedlichkeit: von 20 Sätzen stellen nur drei Sätze eine Paraphrase dar. In den restlichen Sätzen wurde teils noch die Syntax geändert (bei gleicher Wortwahl). Viele Sätze gleichen aber dem Input.  ,1. Stattdessen soll die Bundesregierung schnell eine große Postreform auf den Weg bringen. ,-1,-1,-1,-1,101546,1.0,,,,,,0fc242d558f05a4133f8a9c5d9cfce22,,3,27.60813355445861,10.014256477355955,79689,2022-08-04 09:04:29
-1,-1,20,100,75,10:56,1,-1,100,20,90,100,100,-1,-1,70,100,100,-1,100,100,-1,-1,-1,Sprachliche Unterschiedlichkeit: nur 2/14 Sätzen stellen eine Paraphrase dar. ,-1,-1,-1,-1,-1,101628,2.0,,,,,,241ceadcf23bf54277acc9fde2775f63,,0,88.056813955307,43.60823512077332,79689,2022-08-04 09:15:38
-1,-1,30,100,100,28:30,1,-1,100,30,80,100,100,-1,-1,90,75,100,-1,100,100,-1,-1,-1,1. Sprachliche Unterschiedlichkeit: nur 5/19 Sätzen stellen eine Paraphrase dar,-1,-1,-1,-1,-1,101631,2.0,,,,,,42f4b73bd627ae80b829897544514ae5,,0,96.5361511707306,50.00262069702149,79689,2022-08-04 09:44:09
-1,-1,20,100,100,16:15,1,-1,100,20,100,100,100,-1,-1,100,100,100,-1,100,100,-1,Inhalt übernommen,-1,Kaum paraphrasiert ,-1,-1,-1,-1,-1,101604,2.0,,,,,,fbef1d2bd93e7ad5e864e498e08792cb,,0,35.68127751350403,14.175685167312622,53332,2022-08-04 10:16:37
-1,-1,50,100,100,14:40,1,-1,100,30,100,100,100,-1,-1,100,100,100,-1,100,100,-1,Inhalt übernommen,-1,Sehr wenig sprachlicher Unterschied,-1,-1,-1,-1,-1,101584,1.0,,,,,,89a527cce9facee7d14f412cba4250c7,,3,17.470894813537598,6.017491102218628,53332,2022-08-04 10:31:19
-1,-1,20,100,75,8:43,1,-1,100,20,100,100,100,-1,-1,100,100,100,-1,100,100,-1,Inhalt übernommen,-1,Kaum paraphrasiert. Ungünstig formulierter letzter Satz,-1,-1,-1,-1,-1,101668,2.0,,,,,,38c7d69e247a342df5e753ccbbab807c,,0,54.58787560462952,30.18390965461731,53332,2022-08-04 10:40:03
-1,-1,10,100,100,7:38,1,-1,100,10,100,100,100,-1,-1,100,100,100,-1,100,100,-1,Inhalt übernommen,-1,(fast) keine Paraphrasierung vorhanden,-1,-1,-1,-1,-1,101530,1.0,,,,,,ff903f1e88f7d8269579a3c6b9f7a45b,,1,9.301181554794312,2.236908197402954,53332,2022-08-04 10:47:46
-1,-1,40,100,75,16:52,0,-1,100,40,90,100,100,-1,-1,80,100,100,-1,100,100,-1,Inhalt übernommen,-1,Sehr wenig Unterschied und wenn&comma; oft fehlerhaft,&quot;...einen weltweiten Wettbewerb als Gründe...&quot;,-1,-1,-1,-1,101609,2.0,,,,,,533a359b151d813a00cc321fa059190c,,0,56.68312406539917,28.239965438842773,53332,2022-08-04 11:04:42
-1,-1,20,100,100,10:34,0,-1,100,30,100,100,100,-1,-1,90,100,100,-1,100,100,-1,Inhalt übernommen,-1,Kaum paraphrasiert&comma; dafür Fehler,&quot;...den guten Abschneiden...&quot;,-1,-1,-1,-1,101669,2.0,,,,,,a3ac7947795a61e904a6e0b1898f07c7,,0,41.6384916305542,19.03494906425476,53332,2022-08-04 11:15:17
-1,-1,20,100,100,7:21,0,-1,100,30,100,100,100,-1,-1,90,100,100,-1,100,100,-1,Inhalt übernommen,-1,Kaum paraphrasiert,-1,-1,-1,-1,-1,101529,1.0,,,,,,8cd0fc35dc0a1ce45b1ea28aa62fa9c0,,1,9.275457620620728,2.8070626258850098,53332,2022-08-04 11:22:54
-1,-1,30,100,100,17:23,0,-1,100,20,100,-1,100,-1,-1,100,100,100,-1,100,100,-1,Inhalt gut übernommen,-1,Kaum paraphrasiert,-1,-1,-1,-1,-1,101533,1.0,,,,,,8de8c5f289b2a06509a036bb728b0120,,4,25.19634699821472,8.218432903289795,53332,2022-08-04 11:40:19
-1,-1,10,100,100,4:42,0,-1,100,10,100,100,100,-1,-1,100,100,100,-1,100,100,-1,Inhalt übernommen,-1,Kaum paraphrasiert,-1,-1,-1,-1,-1,101645,2.0,,,,,,0debbecc4812ce61f3ec73bcaecbe581,,0,38.0622398853302,16.83239483833313,53332,2022-08-04 11:45:02
-1,-1,30,100,75,13:54,0,-1,100,40,80,100,100,-1,-1,80,75,100,-1,100,100,-1,Inhalt größtenteils übernommen,-1,Wenig paraphrasiert&comma; einige Fehler,überhaupt =/= überhaupt noch // &quot;man habe nicht rechnen können&quot;,-1,-1,-1,-1,101578,1.0,,,,,,b165889e47cf3e92d8ddcea6e0f1bb66,,0,13.867639780044556,5.257334470748901,53332,2022-08-04 12:11:40
-1,-1,10,100,75,14:40,0,-1,100,20,100,100,100,-1,-1,100,100,100,-1,100,100,-1,Inhalt übernommen,-1,Kaum paraphrasiert&comma; mit Ausnahme des letzten Satzes&comma; welcher ungünstig formuliert ist,-1,-1,-1,-1,-1,101610,2.0,,,,,,b042d93c9eb678ccd034fee8f7c95279,,0,30.652103662490845,16.699204444885254,53332,2022-08-04 12:26:21
-1,-1,40,100,100,5:34,0,-1,100,30,100,100,100,-1,-1,100,100,100,-1,100,100,-1,Inhalt übernommen,-1,Sehr wenig sprachlicher Unterschied,-1,-1,-1,-1,-1,101571,1.0,,,,,,744f4332a10806041b2edeb92fd3c555,,1,9.423940658569336,3.701046705245972,53332,2022-08-04 12:31:56
-1,-1,60,100,100,19:50,0,-1,100,50,100,100,100,-1,-1,100,100,100,-1,100,100,-1,Inhalt übernommen,-1,Könnte etwas unterschiedlicher sein,-1,-1,-1,-1,-1,101601,2.0,,,,,,6bd290b200ce5f908f23c9939eec9eb6,,0,45.22266221046448,20.35848116874695,53332,2022-08-04 12:51:51
-1,-1,40,100,75,10:30,0,-1,100,40,90,100,100,-1,-1,80,100,100,-1,100,100,-1,Inhalt übernommen,-1,Wenig paraphrasiert + ein paar Fehler in Grammatik und Ausdruck,-1,-1,-1,-1,-1,101597,1.0,,,,,,4c5af2cdecc23f8caf10fabfeb457c64,,0,10.78037142753601,4.6028008460998535,53332,2022-08-04 13:56:20
-1,-1,40,100,100,7:21,0,-1,100,30,100,100,100,-1,-1,100,100,100,-1,100,100,-1,Inhalt übernommen,-1,Kaum paraphrasiert,-1,-1,-1,-1,-1,101667,2.0,,,,,,9d1f9470b8f0ac1bdf0345a600bd10fe,,1,29.58272123336792,14.054565906524658,53332,2022-08-04 14:03:42
-1,-1,50,100,100,8:29,1,-1,75,50,70,100,100,-1,-1,90,75,100,-1,100,100,-1,1. Fehlender Punkt im Input wird im Output korrekt ergänzt,-1,1. Sprachliche Unterschiedlichkeit: nur teils gegeben2. Durch einen Grammatikfehler im ersten Satz ist die Thematik des Textes zuerst schwer nachvollziehbar ,-1,-1,-1,-1,-1,101528,1.0,,,,,,20e9a016a05191b2659058b13666d060,,1,10.724755048751833,4.050561189651489,79689,2022-08-05 00:27:16
-1,-1,30,100,75,6:41,1,-1,100,30,60,100,100,-1,-1,80,50,100,-1,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,101525,1.0,,,,,,488ec0a6944dedba40093521c966bb24,,1,11.448468685150146,4.1519975662231445,79689,2022-08-05 00:33:59
-1,-1,-1,100,100,4:46,1,-1,100,20,100,100,100,-1,-1,70,100,100,-1,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,101657,2.0,,,,,,699d71d4f408e662d7b183344022d51c,,0,41.19553232192993,17.781505823135376,79689,2022-08-05 00:38:45
-1,-1,70,100,50,3:16,1,-1,100,60,90,100,75,-1,-1,70,100,100,-1,100,100,-1,wenig Fehler&comma; sehr natürlich bei ausreichender sprachlicher Unterschiedlichkeit ,-1,1 - G&R: &quot;Bei Tarni steht Statt Muttermilch&quot; und doppeltes Anführungszeichen2 - Seit 1994 hält der Zoo Duisburg eine ursprünglich in Australien beheimatete Koalas. 3 - Ausdruck: In Duisburg wird das Europäische Erhaltungszuchtprogramm der bedrohten Art koordiniert. ,-1,-1,-1,-1,-1,101657,2.0,,,,,,699d71d4f408e662d7b183344022d51c,,0,41.19553232192993,17.781505823135376,50504,2022-08-05 08:39:02
-1,-1,70,100,75,12:55,1,-1,100,30,90,100,100,-1,-1,100,75,100,-1,100,100,-1,es ist müßig Fehlerfreiheit jedes mal explizit auszusprechen ,-1,1 Präposition &quot;in&quot; statt &quot;für&quot;: Zudem sei er in der Digitalisierung des ölreichen Landes zuständig.2 sehr geringe sprachliche Unterschiedlichkeit,-1,-1,-1,-1,-1,101585,1.0,,,,,,22956adce049e592109d94928930cf7e,,3,12.639197826385498,4.273188829421997,50504,2022-08-05 08:52:02
-1,-1,70,100,75,17:29,1,-1,100,30,90,100,100,-1,-1,100,100,100,-1,100,100,-1,-1,-1,1 - Ausdruck etwas unglücklich: Der Bundespräsident spricht regelmäßig mit den besonders in der Pandemie geforderten Menschen in den sogenannten Regionalgesprächen. 2 - nahezu identisch mit IP,-1,-1,-1,-1,-1,101570,1.0,,,,,,216ea742bf2c0a924abd3f5faa7b627f,,0,10.189739227294922,3.187466144561768,50504,2022-08-05 09:09:32
-1,-1,10,100,100,1:29,1,-1,100,0,100,100,100,-1,-1,100,100,100,-1,100,100,-1,-1,-1,einziger Unterschied ist ein ergänzter PunktIm IP ist ein Fehler: &quot;mit drei Punkten mehr Fünfter&quot;,-1,-1,-1,-1,-1,101624,2.0,,,,,,9ca2c59b4c3d9d6eb54ea78bf3723af4,,1,33.19445824623108,18.97928810119629,50504,2022-08-05 09:11:02
