comment,blacklist_suggestions,overall_quality,factual_correctness,readability,rating_time,warm_up,user_suggestions,action_coherence,linguistic_difference,content_similarity,identical_information,exhaustive_information,story_edit,story_old,grammar,implicit_fact_check,citation_correct,context_realization,false_gender,false_mood,matches_fandom,positive_comment,positive_example,negative_comment,negative_example,implicit_fc_comment,implicit_fc_example,positive_comment_topic,negative_comment_topic,story_id,listvalue,story_group,length,topk,temperature,likelihood_score,hash,version,amount_fallbacks,duration_generation,dur_score,user,date
-1,-1,10,100,25,47:29,1,-1,75,20,40,100,100,-1,-1,80,25,100,-1,100,100,-1,-1,-1,(1) Sprachliche Unterschiedlichkeit: Die Syntax wurde in allen Sätzen abgeändert&comma; die Wortwahl allerdings kaum(2) Impliziter Fact-Check: Viele faktische Unterschiede&comma; die zu einer falschen Darstellung des Sachverhaltes führen(3) Ausdruck: beeinflusst teils auch die lokale Kohärenz,(2) Sie soll vom Missbrauch ihres Sohn gewusst und ihn nicht verhindern haben -> Sie soll von dem Missbrauch ihres Sohn gewusst und diesen nicht verhindern können. ,-1,-1,-1,-1,103341,1,,,,,,b22a56a40a3d0bc496384ea4d9d8acfe,,0,5.027.382.850.646.970,1.532.162.618.637.080,79689,2022-08-25 13:31:33
-1,-1,30,100,100,6:33,1,-1,100,30,100,100,100,-1,-1,90,100,100,-1,100,100,-1,-1,-1,Sprachliche Unterschiedlichkeit: Die Syntax wurde in fast allen Sätzen abgeändert&comma; die Wortwahl in nur einem Satz,-1,-1,-1,-1,-1,103361,2,,,,,,d846a61b18bc210d3aee237b8bfaf565,,0,16.228.057.622.909.500,6.690.727.233.886.710,79689,2022-08-25 13:38:07
-1,-1,50,100,100,7:35,1,-1,100,40,100,100,100,-1,-1,100,100,100,-1,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,103416,3,,,,,,6b5af2cdaa98f8076bbfdaeaadd979a0,,0,1.944.399.881.362.910,1.086.484.408.378.600,79689,2022-08-25 13:45:43
-1,-1,20,100,75,11:8,1,-1,100,30,80,100,100,-1,-1,90,75,90,-1,100,100,-1,-1,-1,(1) Sprachliche Unterschiedlichkeit: Die Syntax wurde in den meisten Fällen abgeändert&comma; die Wortwahl allerdings nur minimal(2) Zitation: In einem Fall doppelt sich ein Zitat im Text - erst mit Anführungszeichen&comma; dann ohne,(1) Etwa 15.000 Mitarbeiter von Opel in Deutschland wären von Einschnitten betroffen ->Von Einschnitten wären etwa 15.000 Mitarbeiter bei Opel in Deutschland betroffen. (2) &quot;Dies umfasst auch eine zukunftsgerechte Kostenstruktur in diesem Bereich.&quot; Dies umfasst auch eine zukunftsgerechte Kostenstruktur in diesem Bereich. ,-1,-1,-1,-1,103371,2,,,,,,835b4fb3888a5765ed2f7d8cdf5267e1,,0,2.116.486.167.907.710,5.316.545.009.613.030,79689,2022-08-26 16:06:40
-1,-1,70,100,50,32:36,1,-1,100,70,80,100,100,-1,-1,70,75,100,-1,100,100,-1,viele Umstellungen,-1,Ein Fact Check Fehler,Input: Bei der Wahl am 14. März wird Kretschmann von CDU-Kultusministerin Susanne Eisenmann herausgefordert.  Output:  CDU-Kultusministerin Susanne Eisenmann will Kretschmann bei der Wahl zum 14. März herausholen,-1,-1,-1,-1,103340,1,,,,,,7a9d81e5a7ab6770be9902ca4cb83d62,,0,3.360.818.815.231.320,9.211.501.598.358.150,70828,2022-08-26 17:59:11
-1,-1,40,100,50,24:28,1,-1,75,60,70,75,100,-1,-1,70,75,100,-1,100,100,-1,-1,-1,sehr fehlerhafter Text,-1,-1,-1,-1,-1,103402,2,,,,,,284bda942d2df582783033d858ee0c21,,1,6.623.220.729.827.880,17.670.136.213.302.600,70828,2022-08-26 18:23:40
-1,-1,70,100,75,23:44,1,-1,100,70,100,100,100,-1,-1,100,100,100,-1,100,100,-1,keine inhaltlichen Fehler,-1,einige Ausdruckfehler,-1,-1,-1,-1,-1,103412,3,,,,,,57b2a61908a0fd34bbb84542ba1e4eba,,0,16.950.450.658.798.200,3.574.756.145.477.290,70828,2022-08-26 18:47:25
-1,-1,70,100,50,4:29,1,-1,75,70,80,100,100,-1,-1,70,75,100,-1,100,100,-1,-1,-1,viele Fehler,-1,-1,-1,-1,-1,103465,4,,,,,,e112965457354d5e5228247490888f02,,1,26.036.928.415.298.400,11.981.309.175.491.300,70828,2022-08-26 18:51:55
-1,-1,50,100,25,20:24,1,-1,100,60,90,100,75,-1,-1,40,100,90,-1,100,100,-1,-1,-1,1. unpassender Einsatz von &quot;aber&quot; vor Beginn eines Zitats2. einmal doppelte Anführungszeichen am Ende eines Zitats3. insgesamt eher kleinere Änderungen&comma; die auch häufig zu Fehlern führen,1. &quot;Grundsätzlich ist es so&comma; dass in dieser Lockdown-Zeit mehr miteinander geschlafen wird&quot;&comma; sagt der Berliner Psychotherapeut Wolfgang Krüger&comma; der ein Buch zu Thema &quot;Die erfüllte Sexualität&quot; geschrieben hat&comma; der Deutschen Presse-Agentur. Aber: &quot;Wir rechnen damit&comma; dass die Sexualität bei über 50 Prozent der Paare besser wird.&quot;,-1,-1,-1,-1,103369,2,,,,,,a496c00fa0e4e5fa79cc18f9e476252b,,0,7.683.469.796.180.720,19.931.298.971.176.100,12802,2022-08-27 09:52:45
-1,-1,60,100,75,5:44,1,-1,75,70,100,100,100,-1,-1,80,100,80,-1,100,100,-1,-1,-1,1. doppelte Anführungszeichen am Ende von zwei Zitaten,-1,-1,-1,-1,-1,103334,1,,,,,,73873784d491a20a71ce412d939eb3f5,,0,19.931.979.179.382.300,63.035.500.049.591.000,12802,2022-08-27 09:58:31
